sampleId,wavelengthNm,qDir
ALT040,366,58048506229778.97
ALT040,367,57572806994530.21
ALT040,368,53699356803682.87
ALT040,369,56194712701982.875
ALT040,370,61682093240905.2
ALT040,371,57084378931655.59
ALT040,372,56046557460980.914
ALT040,373,51828175071185.65
ALT040,374,46968456117193.62
ALT040,375,50148843071037.65
ALT040,376,57956049872593.92
ALT040,377,61678318431085.81
ALT040,378,74769853136065.14
ALT040,379,65611397175155.5
ALT040,380,62404812157585.836
ALT040,381,68477067141025.836
ALT040,382,52944700909303.016
ALT040,383,41320641534452.2
ALT040,384,46631557480968.57
ALT040,385,62066931822626.195
ALT040,386,57603243179099.914
ALT040,387,60861062034764.67
ALT040,388,59841362350300.164
ALT040,389,64974529001151.016
ALT040,390,76077208392910.36
ALT040,391,81843686951336.48
ALT040,392,77004826212616.06
ALT040,393,46761449504621.75
ALT040,394,48637234060038.7
ALT040,395,79804437544304.98
ALT040,396,75299136339622.1
ALT040,397,42665235527399.85
ALT040,398,86006445881103.1
ALT040,399,108482210168408.11
ALT040,400,113886815756994.97
ALT045,290,636812.056225786
ALT045,291,5972777.686024032
ALT045,292,37998566.53823987
ALT045,293,110202984.33291353
ALT045,294,563628016.6296613
ALT045,295,1549970890.781227
ALT045,296,5892768837.048818
ALT045,297,10573003620.06719
ALT045,298,29931472235.898403
ALT045,299,50074953715.89596
ALT045,300,96059990086.80275
ALT045,301,187234223576.56274
ALT045,302,275484891803.56384
ALT045,303,605996253726.5425
ALT045,304,815826443641.4971
ALT045,305,1356124491759.807
ALT045,306,1514033793744.9763
ALT045,307,2050501572152.1658
ALT045,308,2845350212885.8174
ALT045,309,2992611760782.4004
ALT045,310,3514846061344.544
ALT045,311,5684453157161.532
ALT045,312,6206904073420.787
ALT045,313,7020781322989.424
ALT045,314,7688575728788.686
ALT045,315,8641617178449.261
ALT045,316,7803518772052.538
ALT045,317,10919586147716.807
ALT045,318,11180742158950.723
ALT045,319,12493882979536.012
ALT045,320,13088551569144.893
ALT045,321,15210325132514.008
ALT045,322,14285678408008.848
ALT045,323,13203453808866.295
ALT045,324,17093323437207.236
ALT045,325,17855787816393.492
ALT045,326,23811224866770.086
ALT045,327,25476485427772.99
ALT045,328,22974045216768.77
ALT045,329,26808715133209.555
ALT045,330,30705552917546.785
ALT045,331,27030109420830.176
ALT045,332,28539773319458.637
ALT045,333,28511804124632.86
ALT045,334,28078544948064.69
ALT045,335,31240548478664.195
ALT045,336,28262097394825.78
ALT045,337,26194873314793.24
ALT045,338,30241623039711.81
ALT045,339,32578410303218.055
ALT045,340,35942300694028.67
ALT045,341,33808722679560.812
ALT045,342,35429071643421.45
ALT045,343,37678464214743.85
ALT045,344,31142774764396.156
ALT045,345,34239468190451.957
ALT045,346,35897825265453.516
ALT045,347,37560520369856.96
ALT045,348,36409031566452.72
ALT045,349,36002979249364.27
ALT045,350,41170322979152.91
ALT045,351,43522815202245.58
ALT045,352,41226424417909.85
ALT045,353,41744466997938.445
ALT045,354,49083655118518.89
ALT045,355,50072898560970.65
ALT045,356,45671316138398.94
ALT045,357,38057837031982.45
ALT045,358,36191325880395.57
ALT045,359,39914550750080.14
ALT045,360,51357264724181.3
ALT045,361,45028926410786.016
ALT045,362,46456328121033.695
ALT045,363,52644628481723.62
ALT045,364,53383552876775.96
ALT045,365,55370937953689.65
ALT045,366,65768122155934.836
ALT045,367,65162561205893.75
ALT045,368,60717578321139.41
ALT045,369,63476482377090.16
ALT045,370,69606681889814.11
ALT045,371,64356162131178.48
ALT045,372,63126006914292.89
ALT045,373,58319853995713.24
ALT045,374,52802543242369.27
ALT045,375,56326325879467.84
ALT045,376,65036285321108.52
ALT045,377,69151527466910.13
ALT045,378,83755443343955.95
ALT045,379,73432291754667.86
ALT045,380,69783396917992.86
ALT045,381,76508648024177.3
ALT045,382,59104826397377.22
ALT045,383,46090082233112.95
ALT045,384,51971425919991.55
ALT045,385,69118317899111.26
ALT045,386,64096315665998.79
ALT045,387,67667904650035.74
ALT045,388,66482226765117.19
ALT045,389,72129467534793.69
ALT045,390,84390544016844.05
ALT045,391,90718759039668.33
ALT045,392,85291715206185.69
ALT045,393,51755639189580.49
ALT045,394,53792761029694.33
ALT045,395,88200429747556.83
ALT045,396,83162162187845.8
ALT045,397,47087428392458.83
ALT045,398,94854998110581.95
ALT045,399,119561041828364.11
ALT045,400,125432757334571.75
ALT050,290,2632647.437246299
ALT050,291,20981394.81645559
ALT050,292,115238066.85680011
ALT050,293,307071286.62029725
ALT050,294,1386597417.072756
ALT050,295,3528688480.4724574
ALT050,296,12200675908.677013
ALT050,297,20657685321.52812
ALT050,298,54455679794.196976
ALT050,299,86885507795.54247
ALT050,300,158294567199.51773
ALT050,301,293589322437.29803
ALT050,302,418593267038.8479
ALT050,303,888105670252.7726
ALT050,304,1170470466558.2852
ALT050,305,1877086483594.2124
ALT050,306,2058579065159.8997
ALT050,307,2739291838467.0317
ALT050,308,3726602929143.1353
ALT050,309,3873968355232.878
ALT050,310,4466963217372.463
ALT050,311,7158536682357.026
ALT050,312,7721381570724.559
ALT050,313,8643004844444.28
ALT050,314,9425445444438.645
ALT050,315,10465530424527.008
ALT050,316,9415666287763.373
ALT050,317,13073020915028.99
